passport,destination,type,days,confidence
TD,TH,e-visa,,high
TD,TJ,e-visa,,high
TD,TL,visa-on-arrival,30,high
TD,TM,visa-required,,high
TD,TN,visa-required,,high
TD,TO,visa-required,,high
TD,TR,visa-required,,high
TD,TT,visa-required,,high
TD,TV,visa-on-arrival,30,high
TD,TW,visa-required,,high
TD,TZ,e-visa,,high
TD,UA,visa-required,,high
TD,UG,visa-on-arrival,,disputed
TD,US,refused,,disputed
TD,UY,visa-required,,high
TD,UZ,visa-required,,high
TD,VA,visa-required,,high
TD,VC,visa-free,30,high
TD,VE,visa-required,,high
TD,VN,e-visa,90,high
TD,VU,visa-required,,disputed
TD,WS,visa-free,60,disputed
TD,XK,visa-required,,high
TD,YE,visa-required,,high
TD,ZA,visa-required,,high
TD,ZM,e-visa,90,high
TD,ZW,e-visa,90,high
TG,AD,visa-required,,high
TG,AE,e-visa,,high
TG,AF,e-visa,30,disputed
TG,AG,e-visa,,high
TG,AL,e-visa,,high
TG,AM,visa-required,,high
TG,AO,visa-required,,high
TG,AR,visa-required,,high
TG,AT,visa-required,,high
TG,AU,visa-required,,disputed
TG,AZ,visa-required,,high
TG,BA,visa-required,,high
TG,BB,visa-free,90,high
TG,BD,visa-on-arrival,30,high
TG,BE,visa-required,,high
TG,BF,visa-free,,high
TG,BG,visa-required,,high
TG,BH,e-visa,,high
TG,BI,visa-on-arrival,30,high
TG,BJ,visa-free,90,high
TG,BN,visa-required,,high
TG,BO,visa-on-arrival,90,disputed
TG,BR,visa-required,,high
TG,BS,e-visa,,high
TG,BT,e-visa,90,high
TG,BW,e-visa,,high
TG,BY,visa-required,,high
TG,BZ,visa-required,,high
TG,CA,visa-required,,high
TG,CD,e-visa,7,high
TG,CF,visa-required,,high
TG,CG,visa-on-arrival,,high
TG,CH,visa-required,,high
TG,CI,visa-free,90,high
TG,CL,visa-required,,high
TG,CM,e-visa,,high
TG,CN,visa-required,,high
TG,CO,e-visa,,high
TG,CR,visa-required,,high
TG,CU,e-visa,30,high
TG,CV,visa-free,,high
TG,CY,visa-required,,high
TG,CZ,visa-required,,high
TG,DE,visa-required,,high
TG,DJ,e-visa,31,disputed
TG,DK,visa-required,,high
TG,DM,visa-free,21,high
TG,DO,visa-required,,high
TG,DZ,visa-required,,high
TG,EC,visa-free,90,high
TG,EE,visa-required,,high
TG,EG,visa-required,,high
TG,ER,visa-required,,high
TG,ES,visa-required,,high
TG,ET,visa-on-arrival,90,high
TG,FI,visa-required,,high
TG,FJ,visa-required,,high
TG,FM,visa-free,30,high
TG,FR,visa-required,,high
TG,GA,e-visa,,high
TG,GB,visa-required,,high
TG,GD,visa-required,,high
TG,GE,e-visa,,high
TG,GH,visa-free,90,high
TG,GM,visa-free,90,high
TG,GN,visa-free,,high
TG,GQ,e-visa,,high
TG,GR,visa-required,,high
TG,GT,visa-required,,high
TG,GW,visa-free,,high
TG,GY,visa-on-arrival,30,disputed
TG,HK,e-visa,,high
TG,HN,visa-required,,high
TG,HR,visa-required,,high
TG,HT,visa-free,90,high
TG,HU,visa-required,,high
TG,ID,e-visa,,high
TG,IE,visa-required,,high
TG,IL,visa-required,,disputed
TG,IN,e-visa,,high
TG,IQ,e-visa,,high
TG,IR,visa-on-arrival,30,high
TG,IS,visa-required,,high
TG,IT,visa-required,,high
TG,JM,visa-required,,high
TG,JO,visa-required,,high
TG,JP,visa-required,,high
TG,KE,visa-free,60,high
TG,KG,e-visa,,high
TG,KH,visa-on-arrival,30,high
TG,KI,visa-required,,disputed
TG,KM,visa-on-arrival,,high
TG,KN,e-visa,,high
TG,KP,visa-required,,high
TG,KR,visa-required,,disputed
TG,KW,visa-required,,high
TG,KZ,e-visa,,high
TG,LA,visa-on-arrival,30,high
TG,LB,visa-required,,high
TG,LC,visa-on-arrival,,high
TG,LI,visa-required,,high
TG,LK,eta,30,disputed
TG,LR,visa-free,,high
TG,LS,e-visa,,disputed
TG,LT,visa-required,,high
TG,LU,visa-required,,high
TG,LV,visa-required,,high
TG,LY,e-visa,,high
TG,MA,visa-required,,disputed
TG,MC,visa-required,,high
TG,MD,e-visa,,high
TG,ME,visa-required,,high
TG,MG,visa-on-arrival,90,high
TG,MH,visa-required,,high
TG,MK,visa-required,,high
TG,ML,visa-free,,high
TG,MM,visa-required,,high
TG,MN,e-visa,,high
TG,MO,visa-on-arrival,,high
TG,MR,e-visa,,high
TG,MT,visa-required,,high
TG,MU,visa-on-arrival,60,high
TG,MV,visa-on-arrival,30,high
TG,MW,e-visa,90,high
TG,MX,visa-required,,high
TG,MY,visa-free,30,high
TG,MZ,visa-on-arrival,30,high
TG,NA,visa-on-arrival,,high
TG,NE,visa-free,,high
TG,NG,visa-free,,high
TG,NI,visa-on-arrival,30,high
TG,NL,visa-required,,high
TG,NO,visa-required,,high
TG,NP,visa-on-arrival,90,high
TG,NR,visa-required,,high
TG,NZ,visa-required,,high
TG,OM,e-visa,28,high
TG,PA,visa-required,,high
TG,PE,visa-required,,high
TG,PG,e-visa,60,high
TG,PH,visa-free,30,high
TG,PK,e-visa,,high
TG,PL,visa-required,,high
TG,PS,visa-free,,disputed
TG,PT,visa-required,,high
TG,PW,visa-on-arrival,30,high
TG,PY,visa-required,,high
TG,QA,e-visa,,high
TG,RO,visa-required,,high
TG,RS,visa-required,,high
TG,RU,visa-required,,high
TG,RW,visa-free,30,high
TG,SA,visa-required,,disputed
TG,SB,visa-required,,high
TG,SC,visa-free,90,medium
TG,SD,visa-required,,high
TG,SE,visa-required,,high
TG,SG,visa-free,30,high
TG,SI,visa-required,,high
TG,SK,visa-required,,high
TG,SL,visa-free,,high
TG,SM,visa-required,,high
TG,SN,visa-free,90,high
TG,SO,e-visa,30,high
TG,SR,e-visa,,disputed
TG,SS,e-visa,,high
TG,ST,visa-free,90,high
TG,SV,e-visa,,high
TG,SY,e-visa,,high
TG,SZ,visa-required,,high
TG,TD,visa-free,90,high
TG,TH,e-visa,,high
TG,TJ,visa-required,,high
TG,TL,visa-on-arrival,30,high
TG,TM,visa-required,,high
TG,TN,visa-required,,high
TG,TO,visa-required,,high
TG,TR,visa-required,,high
TG,TT,visa-required,,high
TG,TV,visa-on-arrival,30,high
TG,TW,visa-required,,high
TG,TZ,visa-on-arrival,,high
TG,UA,visa-required,,high
TG,UG,visa-on-arrival,,disputed
TG,US,visa-required,,medium
TG,UY,visa-required,,high
TG,UZ,visa-required,,high
TG,VA,visa-required,,high
TG,VC,visa-free,30,high
TG,VE,visa-required,,high
TG,VN,e-visa,90,high
TG,VU,visa-required,,disputed
TG,WS,visa-free,60,disputed
TG,XK,visa-required,,high
TG,YE,visa-required,,high
TG,ZA,visa-required,,high
TG,ZM,e-visa,,high
TG,ZW,e-visa,,high
TH,AD,visa-required,,high
TH,AE,visa-required,,disputed
TH,AF,e-visa,30,disputed
TH,AG,e-visa,,high
TH,AL,e-visa,90,disputed
TH,AM,visa-on-arrival,120,high
TH,AO,e-visa,30,disputed
TH,AR,visa-free,90,high
TH,AT,visa-required,,high
TH,AU,visa-required,,disputed
TH,AZ,e-visa,30,high
TH,BA,visa-required,,high
TH,BB,visa-free,90,high
TH,BD,visa-required,,high
TH,BE,visa-required,,high
TH,BF,e-visa,,high
TH,BG,visa-required,,high
TH,BH,visa-on-arrival,14,high
TH,BI,visa-on-arrival,30,high
TH,BJ,e-visa,30,high
TH,BN,visa-free,14,high
TH,BO,e-visa,,medium
TH,BR,visa-free,90,high
TH,BS,e-visa,90,high
TH,BT,e-visa,90,high
TH,BW,e-visa,90,high
TH,BY,visa-required,,high
TH,BZ,visa-required,,high
TH,CA,visa-required,,high
TH,CD,e-visa,7,high
TH,CF,visa-required,,high
TH,CG,visa-required,,high
TH,CH,visa-required,,high
TH,CI,e-visa,90,disputed
TH,CL,visa-free,90,high
TH,CM,e-visa,,high
TH,CN,visa-free,30,high
TH,CO,e-visa,,medium
TH,CR,visa-required,,high
TH,CU,e-visa,90,high
TH,CV,visa-on-arrival,30,high
TH,CY,visa-required,,high
TH,CZ,visa-required,,high
TH,DE,visa-required,,high
TH,DJ,e-visa,90,disputed
TH,DK,visa-required,,high
TH,DM,visa-free,21,high
TH,DO,visa-free,30,high
TH,DZ,visa-required,,high
TH,EC,visa-free,90,high
TH,EE,visa-required,,high
TH,EG,visa-required,,high
TH,ER,visa-required,,high
TH,ES,visa-required,,high
TH,ET,visa-on-arrival,90,high
TH,FI,visa-required,,high
TH,FJ,visa-free,120,high
TH,FM,visa-free,30,high
TH,FR,visa-required,,high
TH,GA,e-visa,90,high
TH,GB,visa-required,,high
TH,GD,visa-required,,high
TH,GE,visa-free,365,high
TH,GH,visa-required,,high
TH,GM,visa-required,,high
TH,GN,e-visa,90,high
TH,GQ,e-visa,,high
TH,GR,visa-required,,high
TH,GT,visa-required,,high
TH,GW,visa-on-arrival,90,high
TH,GY,e-visa,,high
TH,HK,visa-free,30,high
TH,HN,visa-required,,high
TH,HR,visa-required,,high
TH,HT,visa-free,90,high
TH,HU,visa-required,,high
TH,ID,visa-free,30,high
TH,IE,visa-required,,high
TH,IL,visa-required,,disputed
TH,IN,e-visa,30,high
TH,IQ,visa-required,,disputed
TH,IR,visa-free,,disputed
TH,IS,visa-required,,high
TH,IT,visa-required,,high
TH,JM,visa-required,,high
TH,JO,visa-on-arrival,,high
TH,JP,visa-free,15,high
TH,KE,eta,90,high
TH,KG,visa-free,30,high
TH,KH,visa-free,14,high
TH,KI,visa-free,90,high
TH,KM,visa-on-arrival,45,high
TH,KN,e-visa,30,high
TH,KP,visa-required,,high
TH,KR,eta,,medium
TH,KW,visa-required,,high
TH,KZ,visa-free,30,high
TH,LA,visa-free,30,high
TH,LB,visa-required,,high
TH,LC,visa-on-arrival,42,high
TH,LI,visa-required,,high
TH,LK,eta,30,disputed
TH,LR,e-visa,,medium
TH,LS,visa-required,,high
TH,LT,visa-required,,high
TH,LU,visa-required,,high
TH,LV,visa-required,,high
TH,LY,e-visa,,high
TH,MA,e-visa,30,high
TH,MC,visa-required,,high
TH,MD,e-visa,,high
TH,ME,visa-required,,high
TH,MG,visa-on-arrival,90,high
TH,MH,visa-on-arrival,90,high
TH,MK,visa-required,,high
TH,ML,visa-required,,high
TH,MM,visa-free,14,high
TH,MN,visa-free,30,high
TH,MO,visa-free,30,high
TH,MR,e-visa,30,high
TH,MT,visa-required,,high
TH,MU,visa-on-arrival,60,high
TH,MV,visa-on-arrival,30,high
TH,MW,visa-on-arrival,90,high
TH,MX,visa-required,,high
TH,MY,visa-free,30,high
TH,MZ,visa-on-arrival,30,high
TH,NA,visa-on-arrival,90,high
TH,NE,visa-required,,high
TH,NG,e-visa,30,high
TH,NI,visa-required,,disputed
TH,NL,visa-required,,high
TH,NO,visa-required,,high
TH,NP,visa-on-arrival,90,high
TH,NR,visa-required,,high
TH,NZ,visa-required,,high
TH,OM,visa-free,14,disputed
TH,PA,visa-free,90,high
TH,PE,visa-free,90,high
TH,PG,e-visa,60,disputed
TH,PH,visa-free,30,high
TH,PK,e-visa,90,high
TH,PL,visa-required,,high
TH,PS,visa-free,,high
TH,PT,visa-required,,high
TH,PW,visa-on-arrival,30,high
TH,PY,visa-on-arrival,15,disputed
TH,QA,e-visa,,disputed
TH,RO,visa-required,,high
TH,RS,e-visa,90,disputed
TH,RU,visa-free,30,high
TH,RW,visa-on-arrival,30,high
TH,SA,visa-on-arrival,90,high
TH,SB,visa-on-arrival,,medium
TH,SC,visa-free,90,medium
TH,SD,visa-required,,high
TH,SE,visa-required,,high
TH,SG,visa-free,30,high
TH,SI,visa-required,,high
TH,SK,visa-required,,high
TH,SL,visa-on-arrival,30,high
TH,SM,visa-required,,high
TH,SN,visa-on-arrival,30,high
TH,SO,e-visa,30,high
TH,SR,visa-free,90,high
TH,SS,e-visa,,high
TH,ST,e-visa,,high
TH,SV,visa-required,,disputed
TH,SY,e-visa,,high
TH,SZ,visa-required,,high
TH,TD,e-visa,,high
TH,TG,e-visa,15,high
TH,TJ,visa-free,30,high
TH,TL,visa-free,30,high
TH,TM,visa-required,,high
TH,TN,visa-required,,high
TH,TO,visa-required,,high
TH,TR,visa-free,30,high
TH,TT,e-visa,90,disputed
TH,TV,visa-on-arrival,30,high
TH,TW,visa-free,14,high
TH,TZ,visa-on-arrival,90,high
TH,UA,e-visa,30,high
TH,UG,e-visa,90,high
TH,US,visa-required,,high
TH,UY,visa-required,,high
TH,UZ,e-visa,30,high
TH,VA,visa-required,,high
TH,VC,visa-free,90,high
TH,VE,e-visa,,disputed
TH,VN,visa-free,30,high
TH,VU,visa-free,120,high
TH,WS,visa-on-arrival,,medium
TH,XK,visa-required,,high
TH,YE,visa-required,,high
TH,ZA,visa-free,30,high
TH,ZM,visa-on-arrival,90,high
TH,ZW,e-visa,30,high
TJ,AD,visa-required,,medium
TJ,AE,e-visa,,medium
TJ,AF,visa-required,,medium
TJ,AG,visa-free,180,medium
TJ,AL,e-visa,,medium
TJ,AM,visa-free,180,medium
TJ,AO,visa-required,,medium
TJ,AR,visa-required,,medium
TJ,AT,visa-required,,medium
TJ,AU,e-visa,,medium
TJ,AZ,visa-free,90,medium
TJ,BA,visa-required,,medium
TJ,BB,visa-free,28,medium
TJ,BD,visa-on-arrival,,medium
TJ,BE,visa-required,,medium
TJ,BF,e-visa,,medium
TJ,BG,visa-required,,medium
TJ,BH,e-visa,,medium
TJ,BI,visa-on-arrival,,medium
TJ,BJ,e-visa,,medium
TJ,BN,visa-required,,medium
TJ,BO,e-visa,,medium
TJ,BR,visa-required,,medium
TJ,BS,e-visa,,medium
TJ,BT,e-visa,,medium
TJ,BW,e-visa,,medium
TJ,BY,visa-free,,medium
TJ,BZ,visa-required,,medium
TJ,CA,visa-required,,medium
TJ,CD,e-visa,,medium
TJ,CF,visa-required,,medium
TJ,CG,visa-required,,medium
TJ,CH,visa-required,,medium
TJ,CI,eta,,medium
TJ,CL,visa-required,,medium
TJ,CM,e-visa,,medium
TJ,CN,visa-required,,medium
TJ,CO,e-visa,,medium
TJ,CR,visa-required,,medium
TJ,CU,e-visa,,medium
TJ,CV,visa-on-arrival,,medium
TJ,CY,visa-required,,medium
TJ,CZ,visa-required,,medium
TJ,DE,visa-required,,medium
TJ,DJ,visa-on-arrival,,medium
TJ,DK,visa-required,,medium
TJ,DM,visa-free,21,medium
TJ,DO,visa-required,,medium
TJ,DZ,visa-required,,medium
TJ,EC,e-visa,,medium
TJ,EE,visa-required,,medium
TJ,EG,visa-required,,medium
TJ,ER,visa-required,,medium
TJ,ES,visa-required,,medium
TJ,ET,e-visa,,medium
TJ,FI,visa-required,,medium
TJ,FJ,visa-required,,medium
TJ,FM,visa-free,30,medium
TJ,FR,visa-required,,medium
TJ,GA,e-visa,,medium
TJ,GB,visa-required,,medium
TJ,GD,visa-free,,medium
TJ,GE,visa-free,360,medium
TJ,GH,visa-required,,medium
TJ,GM,visa-required,,medium
TJ,GN,e-visa,,medium
TJ,GQ,e-visa,,medium
TJ,GR,visa-required,,medium
TJ,GT,visa-required,,medium
TJ,GW,visa-on-arrival,,medium
TJ,GY,e-visa,,medium
TJ,HK,e-visa,,medium
TJ,HN,visa-required,,medium
TJ,HR,visa-required,,medium
TJ,HT,visa-free,90,medium
TJ,HU,visa-required,,medium
TJ,ID,e-visa,,medium
TJ,IE,visa-required,,medium
TJ,IL,e-visa,,medium
TJ,IN,e-visa,,medium
TJ,IQ,e-visa,,medium
TJ,IR,visa-free,30,medium
TJ,IS,visa-required,,medium
TJ,IT,visa-required,,medium
TJ,JM,visa-on-arrival,,medium
TJ,JO,visa-on-arrival,,medium
TJ,JP,visa-required,,medium
TJ,KE,eta,,medium
TJ,KG,visa-free,,medium
TJ,KH,visa-on-arrival,,medium
TJ,KI,visa-required,,medium
TJ,KM,visa-on-arrival,,medium
TJ,KN,e-visa,,medium
TJ,KP,visa-required,,medium
TJ,KR,e-visa,,medium
TJ,KW,visa-required,,medium
TJ,KZ,visa-free,30,medium
TJ,LA,visa-on-arrival,,medium
TJ,LB,visa-on-arrival,,medium
TJ,LC,visa-required,,medium
TJ,LI,visa-required,,medium
TJ,LK,visa-on-arrival,,medium
TJ,LR,e-visa,,medium
TJ,LS,visa-required,,medium
TJ,LT,visa-required,,medium
TJ,LU,visa-required,,medium
TJ,LV,visa-required,,medium
TJ,LY,e-visa,,medium
TJ,MA,visa-required,,medium
TJ,MC,visa-required,,medium
TJ,MD,visa-free,90,medium
TJ,ME,visa-required,,medium
TJ,MG,visa-on-arrival,,medium
TJ,MH,visa-on-arrival,,medium
TJ,MK,visa-required,,medium
TJ,ML,visa-required,,medium
TJ,MM,visa-required,,medium
TJ,MN,visa-required,,medium
TJ,MO,visa-on-arrival,,medium
TJ,MR,e-visa,,medium
TJ,MT,visa-required,,medium
TJ,MU,visa-on-arrival,,medium
TJ,MV,visa-on-arrival,,medium
TJ,MW,e-visa,,medium
TJ,MX,visa-required,,medium
TJ,MY,visa-free,30,medium
TJ,MZ,visa-on-arrival,,medium
TJ,NA,visa-on-arrival,,medium
TJ,NE,visa-required,,medium
TJ,NG,e-visa,,medium
TJ,NI,visa-on-arrival,,medium
TJ,NL,visa-required,,medium
TJ,NO,visa-required,,medium
TJ,NP,visa-on-arrival,,medium
TJ,NR,visa-required,,medium
TJ,NZ,visa-required,,medium
TJ,OM,e-visa,,medium
TJ,PA,visa-required,,medium
TJ,PE,visa-required,,medium
TJ,PG,e-visa,,medium
TJ,PH,visa-free,30,medium
TJ,PK,e-visa,,medium
TJ,PL,visa-required,,medium
TJ,PS,visa-free,,medium
TJ,PT,visa-required,,medium
TJ,PW,visa-on-arrival,,medium
TJ,PY,visa-required,,medium
TJ,QA,visa-on-arrival,,medium
TJ,RO,visa-required,,medium
TJ,RS,visa-required,,medium
TJ,RU,visa-free,90,medium
TJ,RW,visa-on-arrival,,medium
TJ,SA,visa-on-arrival,,medium
TJ,SB,visa-required,,medium
TJ,SC,visa-free,90,medium
TJ,SD,visa-required,,medium
TJ,SE,visa-required,,medium
TJ,SG,e-visa,,medium
TJ,SI,visa-required,,medium
TJ,SK,visa-required,,medium
TJ,SL,e-visa,,medium
TJ,SM,visa-required,,medium
TJ,SN,visa-required,,medium
TJ,SO,e-visa,,medium
TJ,SR,eta,,medium
TJ,SS,e-visa,,medium
TJ,ST,e-visa,,medium
TJ,SV,e-visa,,medium
TJ,SY,visa-on-arrival,,medium
TJ,SZ,visa-required,,medium
TJ,TD,e-visa,,medium
TJ,TG,e-visa,,medium
TJ,TH,e-visa,,medium
TJ,TL,visa-on-arrival,,medium
TJ,TM,visa-required,,medium
TJ,TN,visa-required,,medium
TJ,TO,visa-required,,medium
TJ,TR,visa-required,,medium
TJ,TT,visa-required,,medium
TJ,TV,visa-on-arrival,,medium
TJ,TW,visa-required,,medium
TJ,TZ,e-visa,,medium
TJ,UA,visa-free,90,medium
TJ,UG,e-visa,,medium
TJ,US,visa-required,,medium
TJ,UY,visa-required,,medium
TJ,UZ,visa-free,30,medium
TJ,VA,visa-required,,medium
TJ,VC,visa-free,90,medium
TJ,VE,visa-required,,medium
TJ,VN,e-visa,,medium
TJ,VU,e-visa,,medium
TJ,WS,visa-on-arrival,,medium
TJ,XK,visa-required,,medium
TJ,YE,visa-required,,medium
TJ,ZA,visa-required,,medium
TJ,ZM,e-visa,,medium
TJ,ZW,visa-on-arrival,,medium
TL,AD,visa-free,90,high
TL,AE,e-visa,,high
TL,AF,e-visa,30,disputed
TL,AG,e-visa,,high
TL,AL,e-visa,,high
TL,AM,e-visa,120,high
TL,AO,visa-free,30,high
TL,AR,visa-required,,high
TL,AT,visa-free,90,high
TL,AU,visa-required,,disputed
TL,AZ,visa-required,,high
TL,BA,visa-free,90,high
TL,BB,visa-free,28,high
TL,BD,visa-on-arrival,30,high
TL,BE,visa-free,90,high
TL,BF,e-visa,,high
TL,BG,visa-free,90,high
TL,BH,visa-on-arrival,14,disputed
TL,BI,visa-on-arrival,30,high
TL,BJ,e-visa,30,high
TL,BN,visa-required,,high
TL,BO,visa-on-arrival,30,disputed
TL,BR,visa-required,,high
TL,BS,e-visa,,high
TL,BT,e-visa,,high
TL,BW,e-visa,90,high
TL,BY,visa-required,,high
TL,BZ,visa-required,,high
TL,CA,visa-required,,high
TL,CD,e-visa,7,high
TL,CF,visa-required,,high
TL,CG,visa-required,,high
TL,CH,visa-free,90,high
TL,CI,e-visa,90,disputed
TL,CL,visa-required,,high
TL,CM,e-visa,,high
TL,CN,visa-required,,high
TL,CO,e-visa,,high
TL,CR,visa-required,,high
TL,CU,e-visa,90,high
TL,CV,visa-free,30,disputed
TL,CY,visa-free,90,high
TL,CZ,visa-free,90,high
TL,DE,visa-free,90,high
TL,DJ,e-visa,90,disputed
TL,DK,visa-free,90,high
TL,DM,visa-free,21,high
TL,DO,visa-required,,high
TL,DZ,visa-required,,high
TL,EC,visa-free,90,high
TL,EE,visa-free,90,high
TL,EG,visa-on-arrival,30,high
TL,ER,visa-required,,high
TL,ES,visa-free,90,high
TL,ET,e-visa,90,high
TL,FI,visa-free,90,high
TL,FJ,visa-required,,high
TL,FM,visa-free,30,high
TL,FR,visa-free,90,high
TL,GA,e-visa,90,high
TL,GB,visa-required,,high
TL,GD,visa-required,,high
TL,GE,e-visa,,high
TL,GH,visa-required,,high
TL,GM,visa-free,,disputed
TL,GN,e-visa,90,high
TL,GQ,e-visa,,high
TL,GR,visa-free,90,high
TL,GT,visa-required,,high
TL,GW,visa-on-arrival,90,high
TL,GY,visa-required,,disputed
TL,HK,visa-free,30,high
TL,HN,visa-required,,high
TL,HR,visa-free,90,high
TL,HT,visa-free,90,high
TL,HU,visa-free,90,high
TL,ID,visa-free,30,high
TL,IE,visa-required,,high
TL,IL,visa-required,,disputed
TL,IN,e-visa,30,high
TL,IQ,e-visa,,high
TL,IR,visa-on-arrival,30,high
TL,IS,visa-free,90,high
TL,IT,visa-free,90,high
TL,JM,visa-required,,high
TL,JO,visa-on-arrival,,high
TL,JP,visa-required,,high
TL,KE,eta,90,high
TL,KG,e-visa,60,high
TL,KH,visa-on-arrival,30,high
TL,KI,visa-free,90,high
TL,KM,visa-on-arrival,45,high
TL,KN,e-visa,,high
TL,KP,visa-required,,high
TL,KR,visa-required,,disputed
TL,KW,visa-required,,high
TL,KZ,visa-required,,disputed
TL,LA,visa-free,30,disputed
TL,LB,visa-required,,high
TL,LC,visa-on-arrival,,high
TL,LI,visa-free,90,high
TL,LK,eta,60,disputed
TL,LR,e-visa,,high
TL,LS,e-visa,,disputed
TL,LT,visa-free,90,high
TL,LU,visa-free,90,high
TL,LV,visa-free,90,high
TL,LY,e-visa,,high
TL,MA,visa-required,,high
TL,MC,visa-free,90,high
TL,MD,visa-free,90,high
TL,ME,visa-free,90,high
TL,MG,visa-on-arrival,60,high
TL,MH,visa-on-arrival,30,high
TL,MK,visa-required,,high
TL,ML,visa-required,,high
TL,MM,visa-required,,high
TL,MN,e-visa,30,high
TL,MO,visa-on-arrival,30,high
TL,MR,e-visa,,high
TL,MT,visa-free,90,high
TL,MU,visa-on-arrival,60,high
TL,MV,visa-on-arrival,30,high
TL,MW,visa-on-arrival,90,high
TL,MX,visa-required,,high
TL,MY,visa-free,90,high
TL,MZ,visa-on-arrival,30,high
TL,NA,e-visa,,high
TL,NE,visa-required,,high
TL,NG,e-visa,90,high
TL,NI,visa-required,,high
TL,NL,visa-required,,disputed
TL,NO,visa-free,90,high
TL,NP,visa-on-arrival,90,high
TL,NR,visa-required,,high
TL,NZ,visa-required,,high
TL,OM,visa-required,,disputed
TL,PA,visa-required,,high
TL,PE,visa-required,,high
TL,PG,e-visa,60,high
TL,PH,visa-required,,high
TL,PK,e-visa,90,high
TL,PL,visa-free,90,high
TL,PS,visa-free,,high
TL,PT,visa-free,90,high
TL,PW,visa-on-arrival,30,high
TL,PY,visa-required,,high
TL,QA,e-visa,,high
TL,RO,visa-free,90,high
TL,RS,visa-required,,high
TL,RU,visa-required,,high
TL,RW,visa-on-arrival,30,high
TL,SA,visa-required,,high
TL,SB,visa-required,,high
TL,SC,visa-free,90,medium
TL,SD,visa-required,,high
TL,SE,visa-free,90,high
TL,SG,visa-free,30,high
TL,SI,visa-free,90,high
TL,SK,visa-free,90,high
TL,SL,visa-on-arrival,30,high
TL,SM,visa-free,90,high
TL,SN,visa-on-arrival,,disputed
TL,SO,e-visa,30,high
TL,SR,visa-free,90,high
TL,SS,e-visa,,high
TL,ST,visa-free,15,high
TL,SV,e-visa,,high
TL,SY,e-visa,,high
TL,SZ,visa-free,30,high
TL,TD,e-visa,,high
TL,TG,e-visa,15,high
TL,TH,visa-free,30,high
TL,TJ,visa-required,,high
TL,TM,visa-required,,high
TL,TN,visa-required,,high
TL,TO,visa-required,,high
TL,TR,e-visa,30,high
TL,TT,visa-required,,high
TL,TV,visa-on-arrival,30,high
TL,TW,visa-required,,high
TL,TZ,visa-on-arrival,90,high
TL,UA,e-visa,,high
TL,UG,e-visa,90,high
TL,US,visa-required,,high
TL,UY,visa-required,,high
TL,UZ,visa-required,,high
TL,VA,visa-free,90,high
TL,VC,visa-free,90,high
TL,VE,e-visa,,disputed
TL,VN,e-visa,90,high
TL,VU,visa-required,,disputed
TL,WS,visa-free,60,disputed
TL,XK,visa-free,90,high
TL,YE,visa-required,,high
TL,ZA,visa-required,,high
TL,ZM,e-visa,90,high
TL,ZW,e-visa,90,high
TM,AD,visa-required,,medium
TM,AE,e-visa,,medium
TM,AF,visa-required,,medium
TM,AG,visa-free,180,medium
TM,AL,e-visa,,medium
TM,AM,e-visa,,medium
TM,AO,visa-required,,medium
TM,AR,visa-required,,medium
TM,AT,visa-required,,medium
TM,AU,e-visa,,medium
TM,AZ,e-visa,,medium
TM,BA,visa-required,,medium
TM,BB,visa-free,28,medium
TM,BD,visa-on-arrival,,medium
TM,BE,visa-required,,medium
TM,BF,e-visa,,medium
TM,BG,visa-required,,medium
TM,BH,e-visa,,medium
TM,BI,visa-on-arrival,,medium
TM,BJ,e-visa,,medium
TM,BN,visa-required,,medium
TM,BO,e-visa,,medium
TM,BR,visa-required,,medium
TM,BS,e-visa,,medium
TM,BT,e-visa,,medium
TM,BW,e-visa,,medium
TM,BY,visa-required,,medium
TM,BZ,visa-required,,medium
TM,CA,visa-required,,medium
TM,CD,e-visa,,medium
TM,CF,visa-required,,medium
TM,CG,visa-required,,medium
TM,CH,visa-required,,medium
TM,CI,eta,,medium
TM,CL,visa-required,,medium
TM,CM,e-visa,,medium
TM,CN,visa-required,,medium
TM,CO,e-visa,,medium
TM,CR,visa-required,,medium
TM,CU,e-visa,,medium
TM,CV,visa-on-arrival,,medium
TM,CY,visa-required,,medium
TM,CZ,visa-required,,medium
TM,DE,visa-required,,medium
TM,DJ,visa-on-arrival,,medium
TM,DK,visa-required,,medium
TM,DM,visa-free,21,medium
TM,DO,visa-required,,medium
TM,DZ,visa-required,,medium
TM,EC,visa-free,90,medium
TM,EE,visa-required,,medium
TM,EG,visa-required,,medium
TM,ER,visa-required,,medium
TM,ES,visa-required,,medium
TM,ET,e-visa,,medium
TM,FI,visa-required,,medium
TM,FJ,visa-required,,medium
TM,FM,visa-free,30,medium
TM,FR,visa-required,,medium
TM,GA,e-visa,,medium
TM,GB,visa-required,,medium
TM,GD,visa-free,,medium
TM,GE,visa-free,360,medium
TM,GH,visa-required,,medium
TM,GM,visa-required,,medium
TM,GN,e-visa,,medium
TM,GQ,e-visa,,medium
TM,GR,visa-required,,medium
TM,GT,visa-required,,medium
TM,GW,visa-on-arrival,,medium
TM,GY,e-visa,,medium
TM,HK,e-visa,,medium
TM,HN,visa-required,,medium
TM,HR,visa-required,,medium
TM,HT,visa-free,90,medium
TM,HU,visa-required,,medium
TM,ID,e-visa,,medium
TM,IE,visa-required,,medium
TM,IL,e-visa,,medium
